5.31839	1	0	0	0	0	0	0	0	0	0	0	0	0
5.9825525	1	0	0	0	0	0	0	0	0	0	0	0	0
6.3009877	1	0	0	0	0	0	0	0	0	0	0	0	0
6.399792	1	0	0	0	0	0	0	0	0	0	0	0	0
6.261511	1	0	0	0	0	0	0	0	0	0	0	0	0
6.5539513	1	0	0	0	0	0	0	0	0	0	0	0	0
6.4826994	1	0	0	0	0	0	0	0	0	0	0	0	0
6.513077	1	0	0	0	0	0	0	0	0	0	0	0	0
6.410703	1	0	0	0	0	0	0	0	0	0	0	0	0
6.260296	1	0	0	0	0	0	0	0	0	0	0	0	0
6.2313523	1	0	0	0	0	0	0	0	0	0	0	0	0
6.2724314	1	0	0	0	0	0	0	0	0	0	0	0	0
6.3031516	1	0	0	0	0	0	0	0	0	0	0	0	0
6.4083214	1	0	0	0	0	0	0	0	0	0	0	0	0
6.152771	1	0	0	0	0	0	0	0	0	0	0	0	0
6.3670855	1	0	0	0	0	0	0	0	0	0	0	0	0
6.4382052	1	0	0	0	0	0	0	0	0	0	0	0	0
6.28398	1	0	0	0	0	0	0	0	0	0	0	0	0
6.1761827	1	0	0	0	0	0	0	0	0	0	0	0	0
6.386105	1	0	0	0	0	0	0	0	0	0	0	0	0
6.3627243	1	0	0	0	0	0	0	0	0	0	0	0	0
5.177365	1	0	0	0	0	0	0	0	0	0	0	0	0
5.2901783	1	0	0	0	0	0	0	0	0	0	0	0	0
6.300419	1	0	0	0	0	0	0	0	0	0	0	0	0
6.398836	1	0	0	0	0	0	0	0	0	0	0	0	0
6.677598	1	0	0	0	0	0	0	0	0	0	0	0	0
6.5032077	1	0	0	0	0	0	0	0	0	0	0	0	0
6.056706	1	0	0	0	0	0	0	0	0	0	0	0	0
6.653872	1	0	0	0	0	0	0	0	0	0	0	0	0
6.542944	1	0	0	0	0	0	0	0	0	0	0	0	0
6.2567	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.83308434	1	0	0	0	0	0	0	0	0	0	0	0	0
0.062995225	1	0	0	0	0	0	0	0	0	0	0	0	0
1.3730248	1	0	0	0	0	0	0	0	0	0	0	0	0
2.7997735	1	0	0	0	0	0	0	0	0	0	0	0	0
6.02096	1	0	0	0	0	0	0	0	0	0	0	0	0
6.1816354	1	0	0	0	0	0	0	0	0	0	0	0	0
5.942909	1	0	0	0	0	0	0	0	0	0	0	0	0
6.287072	1	0	0	0	0	0	0	0	0	0	0	0	0
5.4665947	1	0	0	0	0	0	0	0	0	0	0	0	0
1.2980497	1	0	0	0	0	0	0	0	0	0	0	0	0
5.114231	1	0	0	0	0	0	0	0	0	0	0	0	0
5.5948033	1	0	0	0	0	0	0	0	0	0	0	0	0
2.197701	1	0	0	0	0	0	0	0	0	0	0	0	0
2.069237	1	0	0	0	0	0	0	0	0	0	0	0	0
1.2769382	1	0	0	0	0	0	0	0	0	0	0	0	0
6.256349	1	0	0	0	0	0	0	0	0	0	0	0	0
6.29371	1	0	0	0	0	0	0	0	0	0	0	0	0
6.1157966	1	0	0	0	0	0	0	0	0	0	0	0	0
5.9610696	1	0	0	0	0	0	0	0	0	0	0	0	0
6.0670943	1	0	0	0	0	0	0	0	0	0	0	0	0
0.94539446	1	0	0	0	0	0	0	0	0	0	0	0	0
2.9464338	1	0	0	0	0	0	0	0	0	0	0	0	0
5.6812677	1	0	0	0	0	0	0	0	0	0	0	0	0
7.6055293	1	0	0	0	0	0	0	0	0	0	0	0	0
7.469859	1	0	0	0	0	0	0	0	0	0	0	0	0
6.7827716	1	0	0	0	0	0	0	0	0	0	0	0	0
6.513978	1	0	0	0	0	0	0	0	0	0	0	0	0
6.702035	1	0	0	0	0	0	0	0	0	0	0	0	0
6.7085853	1	0	0	0	0	0	0	0	0	0	0	0	0
6.734056	1	0	0	0	0	0	0	0	0	0	0	0	0
6.7180386	1	0	0	0	0	0	0	0	0	0	0	0	0
6.7141004	1	0	0	0	0	0	0	0	0	0	0	0	0
6.693147	1	0	0	0	0	0	0	0	0	0	0	0	0
6.6963573	1	0	0	0	0	0	0	0	0	0	0	0	0
6.694473	1	0	0	0	0	0	0	0	0	0	0	0	0
