id,class
05d96a2ee719067aaa0500bee6d27320,0
080f5d4351f5f92e092079c9f9a39fa0,0
0872055129921653c4e5445eee46f8b6,0
07bb1d9d4fff0ec2fe797a666770cd36,0
00d3f323ddfefb4eeaf2e3afef13b82c,0
01c822ffdf5232a517e866397972f576,0
01393a585b39aefac5ece3f884257387,0
018909913b54d0332771cfd4ee907bb0,0
018322f7c05f2666239f1ee8607c0bb5,0
050b51d00aac847bc1d08ed6e9280472,0
03c1ac8cc25818266457873bf377073b,0
05ad3e50f8c15142d10d542c28390201,0
00085fb872d3cb6dc326563789a67574,0
034d8c597bfcb2232c480ecbacfdaf98,0
07920c2cc8a6bc0fc0174f356c24755a,0
0497b506acef9ffa5f58bd1578288221,0
00ee5e8cef57792b37da1608cda8a6cd,0
073d3d7fa573243c11c7d125af6b42bb,0
008f967bcb14549c189148431ae3a74b,0
0832c8b4b366497366dd0f267e8ae4da,0
00d52c256856a5ba49a12bdade43700d,0
01ee85d2ab3be10c46a44ff66f4aec10,0
0765bb9ba4d16bc42100d797ad6c67b6,0
039a8ded51fd6659e8cad567d69f6567,0
08680186461f7f58f3727462aa897de6,0
08af50962d4d619d47b65325ba7baaf5,0
01c542cc6b8e599d8a4490a863535100,0
00df8daca39231d4afbb9640b0a160a9,0
07660e6fb76d735b711799103158b0dc,0
03a33f1f6d1eab56aa5344974a440534,0
048169f5123d1812164ef67c339dabbb,0
03236dbe1b0a34eb75009062e71c7d45,0
081b445ca8c6771c70c579e22d858f2c,0
019417cd509154d0c761767725c42eab,0
050d1d591aefd31603c7ab7dd41774a2,0
03962b210e95fe23229d2b0afc576ac3,0
01ec78bc28c1722d401ee29f79df0556,0
0583529f509164befa6236014dd6c504,0
042adc992d6c0b181108e6c8baa43165,0
04771506669109f54b61b31fff146370,0
002d0b4a450068896f85ce50a3604e5f,0
05df07d171d33eb3a891b08cd19f2d63,0
0764124688897c636c954844b25ee6e8,0
00c2b80f4669c63f96b298c41af31618,0
051c124a26b5dafc4a272635c1c17671,0
001884d7aeda0d8029c4f2665ad09fdf,0
000e5aeec36235875d2567ca83d3e37a,0
0011b38945b24a9c8e6b02009a77dedb,0
00b0e7ef95f40128faa1f391e635c41e,0
00d1f7388818206d2d99c3176c0203b2,0
05e1fd8268244c2cd6f2c7f81f68991a,0
011cf6eabe658b69e90a49c384e58e88,0
00489fdf7a8e36e4119ef466540a6166,0
030352021bbb902ffa0a860e662a3d24,0
082def9de2d673cd36ca884ed48a9650,0
082e7d9cc2ad2a8dc0e9437afe2ab262,0
0042c52feee36c19f40fe783abf8507a,0
03b0438d2b01343ac45340babb2ed1db,0
075d756f3fda1dcc8cbcb1200e232b3a,0
038f234bd18c7273d1bbfcd481b1b4b2,0
05d233b5807b8f054d673b1bd6a688c5,0
01499a9f527e455e85734532643af009,0
00175ea52fd09e852e257ee19631cabb,0
0885fcc2d6c6947440660489658b5dab,0
06babb88c9ecb1111dc1885813be21a8,0
056884aa89de54a0713ca50f26647aa7,0
0016c9c98e95b8dda0de4255f103ab3d,0
07e0285cfa18e24c969e376e6ee4e5d5,0
0848d5948f544d6f6a059671cbaef434,0
0771529795203590796f61803914b3f5,0
0063343de14b969585cf4dcb0ddf0fd7,0
05396b667a5eed517819d5da19e6c23f,0
08142ed617e80d03b10c46e35d9a2477,0
00f13cd50aabfa96f829796c80037d12,0
067c792d2dc394197c33a76b7e4b5d8a,0
01bc91d37bd2e266086cb76477f38f70,0
07ecf6d26e9bbe64f85175f2198df4c2,0
00446030b3b2af464ff57ab3cc1feb80,0
0338b953fb6201e8db516519b35a4945,0
08ab7b5daf4919ee7e568f762a1e3d5f,0
0380c348b162f44859911f51891755e0,0
03510e6d2d68aeea9a4c682934a70a81,0
04e2c2c7c8535d699b75759cd57d239c,0
059380ff7a60ed45cb1d5f6f82aac54a,0
07325a7b6e9aaae5f8d58d8e2e281495,0
079063c1de86c5ad1e304952256e5078,0
07ef5a103e6f6f8d7711aee9cbfe5104,0
0431a6fff5d5ed688142554233bfef34,0
04002dba344e85e07bf3a6b33169237e,0
06b1ed358d4e50e07a4fc0dad7b1ca7c,0
05ba85dd90109ef0eb1f788f59328a6e,0
07181562d9ce16292517f22e69d7afae,0
0882a52ce9b36057780cc10f04c70a64,0
006be24340dc1e8cb7ddb71635f92e3c,0
0043fc0336002f14d128628f5b4987a2,0
047e00c37ef93f7d2382030ee5035647,0
032545159caab72fd46ee5cbed3b472e,0
04f47a927ef574bc3cdaa92c44329683,0
0389fb00d757455198ddbb22f4694c1d,0
04be371fdbdec9a9daebaafeebde8426,0
003f5a50f5a88f226aee981c1e33845d,0
06a294190b20aac3bc55defd229604ba,0
03299d126d2d1498fd604bae1ea78427,0
04e02794b2ca84cdfa6ce9a04488b38e,0
04d3235db69afdbd5bcecb6777d2376d,0
0321d19caecfce092a2870772a2f575f,0
06b401ba892a0ba0504947bd700eea60,0
0356aff2b6357ccd81a17ebe9ce37706,0
01282e0734e28d9c5e079881823e4d7f,0
00d733acd6441e21f62449b3d808ba1b,0
0575bc3f48c2118edb273c6d6592c9aa,0
07bdc1a9669b71b814d62c3305a937c8,0
00c27e3da51107de1a65bccf1b51d61f,0
009b904e3e23084ae2e5a31de2cd7646,0
059053d7c02e21ed549410f89830887e,0
066590c929e927ae4b35690ea142a990,0
06237945b73c90784f4b1034dfd72c3b,0
01cdc112e7ae462ed47568ea8171669d,0
03390984ec43d072264c5054ba969368,0
08a3589a1598ff8de7631ce92e0b9f09,0
04be10857ee1454a3c315ef90c06a1bf,0
052924ddca099aa9382f7a7d4c7f9040,0
01ee4257509bc0394281da9fd6cafb19,0
05e10f288e84aaaad250318162c483cc,0
068f61ea15822a524687ee16b1dabee6,0
009f54c43a2acd2ec131296bce483d56,0
04804a18cd674f9a1fa801e8810e2af8,0
0049876485a83da3e5309c1eca8530d0,0
01ca30772cb6e5a4cae09382e51f6069,0
003d8439538d5da8a354233dfaa8c5ce,0
008bf20fabf51e001f9fc3c9ca3270ef,0
03f47064e3f72859de9d4267314cf2b9,0
0548b4cc05a4536ad46865221e7b9a66,0
071b079ee46d0c9a6678a4c134cefd0c,0
0801e87c9574623d78c95ac479e4e017,0
018c2695349299749056a44ddc6085d5,0
03ad3e0b9e52d2aa8de8d07c5133cd1d,0
03ba66c133086b7a8be10f85a9448858,0
0406d9997c6c07ce56d84191ce9544d2,0
05d48f31852d9252c6237b67c8e3aa58,0
04eda78ecc1861279e2000616b5821b5,0
06caaad6b2d326ac53b9cac41d010e45,0
015ac163ed8debfa620091bb8841edd8,0
0185a61b34fa4e2f74808c4f1b744ae3,0
019702abb9549f6b5b06ad49a2dbd863,0
0710362b8d5b2dada7acbb7ee1a26352,0
0445f08eaf4bf1b15412508f27592287,0
06352e8aa9cfdc82f52173a77fe84ca6,0
00de3fef5749b9cf75ce3e96d31781f5,0
033398d220d43a073a7e1610357a1799,0
051b7742c53e724f2c0bfd032a59e9d5,0
0756cd25792d89861fb24b303c496a5b,0
05a641cbc2d505ff5a1257803e5080d5,0
087cfdd3db2437c1b4635355968f2277,0
004608df8414f3a1414db57407f51f5e,0
05ef6edb1783252ce37e389435c8892d,0
0766822168fe442339fdc6fbb9353abf,0
00644a855e7b03507c3186398c463a76,0
0111ac7191ca625b5045b7d716a926b6,0
0187b27f99378a07f6716333ced72a5d,0
01b440ad25e6129cfdb37da76f7786af,0
03d689e79425d40fd22b7b2835a87f27,0
089d3f5d6d07398940a3dcc199b89b2c,0
00b0796f6542660f955d38c5c6ffa79f,0
03085a8905c6f9444ce80099b164fa45,0
0540129a77f5e4cacc469d60262fbcb7,0
062a3fa68ff5915b1092bd2e2685f920,0
00bb168557cb0eb9c246f213136d1a14,0
056c0d7449d80c384c9905dbc2d0fb02,0
03b9640ae328726c83426c78ca8bb558,0
015698832842418ac4377e19eebde232,0
032a4795675f9935a3297ff708b06cb1,0
01332865ef3cc8d8c844502456120581,0
0790335460b741590c774aa580eecc24,0
04f5505a0ec15434df0fc9da5aeed116,0
0474dc2ae4f6c410f58ad7368a7f3365,0
0899a3b24b428701079dbd3c42559c46,0
01b5175f12459c1657fa559188aff01e,0
0345dfbeecca5cba6f5d543ff0880d29,0
00e89be77c5d90aed32d56bdf7c9731e,0
03257044e8df0eb0bee86127d04eee97,0
019196ef815e712c887072bb4ee44ed1,0
04118a5487c7b79d7451ee263a0396a7,0
0145628a913d3f69847cf197ec14a21a,0
